x,y,value
93.1,157.3,0.089
117.8,40.3,0.113
132.1,150.8,0.051
54.1,92.3,0.04
106.1,91,0.141
110,122.2,0.113
169.8,74.1,0.141
180.2,44.2,0.179
136,26,0.123
113.9,58.5,0.146
152.9,102.7,0.088
99.6,158.6,0.067
133.4,85.8,0.079
136,32.5,0.145
133.4,83.2,0.074
169.8,75.4,0.138
134.7,32.5,0.129
119.1,41.6,0.12
147.7,127.4,0.109
139.9,36.4,0.169
120.4,32.5,0.072
129.5,167.7,0.077
154.2,131.3,0.089
128.2,27.3,0.085
154.2,117,0.101
107.4,91,0.14
82.7,162.5,0.072
150.3,27.3,0.165
71,156,0.077
155.5,101.4,0.097
94.4,68.9,0.069
77.5,113.1,0.071
145.1,20.8,0.157
177.6,102.7,0.096
107.4,61.1,0.083
54.1,127.4,0.054
176.3,96.2,0.142
117.8,172.9,0.052
128.2,14.3,0.048
104.8,113.1,0.146
158.1,114.4,0.102
74.9,153.4,0.084
132.1,76.7,0.045
108.7,67.6,0.11
139.9,132.6,0.139
84,143,0.07
141.2,49.4,0.138
110,167.7,0.067
102.2,175.5,0.065
110,32.5,0.121
175,66.3,0.143
134.7,27.3,0.094
123,172.9,0.05
99.6,175.5,0.066
154.2,55.9,0.082
152.9,32.5,0.084
87.9,159.9,0.073
147.7,26,0.17
149,101.4,0.091
167.2,16.9,0.092
176.3,98.8,0.133
94.4,172.9,0.078
126.9,57.2,0.148
84,145.6,0.049
152.9,131.3,0.089
93.1,39,0.087
149,89.7,0.073
126.9,80.6,0.072
102.2,50.7,0.036
163.3,80.6,0.125
164.6,46.8,0.114
145.1,18.2,0.134
97,68.9,0.068
110,120.9,0.111
103.5,163.8,0.033
97,166.4,0.087
113.9,163.8,0.072
121.7,130,0.133
104.8,98.8,0.149
116.5,149.5,0.052
102.2,42.9,0.077
149,27.3,0.166
121.7,18.2,0.038
116.5,126.1,0.126
178.9,42.9,0.172
65.8,139.1,0.055
173.7,111.8,0.116
121.7,75.4,0.059
124.3,131.3,0.135
142.5,101.4,0.078
175,35.1,0.13
136,133.9,0.135
119.1,101.4,0.141
111.3,19.5,0.093
150.3,124.8,0.11
129.5,166.4,0.079
110,23.4,0.11
126.9,7.8,0.038
77.5,80.6,0.084
142.5,149.5,0.065
116.5,159.9,0.058
147.7,101.4,0.102
110,48.1,0.07
120.4,101.4,0.136
129.5,0,0.068
129.5,159.9,0.058
147.7,37.7,0.134
176.3,101.4,0.11
137.3,57.2,0.14
178.9,55.9,0.154
119.1,57.2,0.144
176.3,97.5,0.139
155.5,114.4,0.091
149,137.8,0.075
78.8,165.1,0.062
146.4,41.6,0.081
130.8,132.6,0.137
137.3,0,0.066
132.1,59.8,0.148
168.5,88.4,0.143
150.3,81.9,0.066
56.7,89.7,0.055
136,157.3,0.059
117.8,91,0.133
104.8,63.7,0.107
126.9,148.2,0.075
163.3,81.9,0.122
106.1,42.9,0.074
165.9,98.8,0.091
141.2,50.7,0.136
55.4,91,0.047
67.1,144.3,0.072
149,49.4,0.083
138.6,55.9,0.14
147.7,89.7,0.08
137.3,152.1,0.044
126.9,91,0.139
89.2,159.9,0.074
82.7,79.3,0.074
69.7,158.6,0.074
77.5,152.1,0.072
141.2,46.8,0.134
164.6,105.3,0.086
137.3,35.1,0.17
123,105.3,0.112
125.6,106.6,0.117
119.1,18.2,0.04
172.4,70.2,0.135
154.2,89.7,0.101
128.2,37.7,0.144
139.9,55.9,0.135
104.8,109.2,0.152
85.3,143,0.061
119.1,40.3,0.119
156.8,29.9,0.075
93.1,49.4,0.042
73.6,137.8,0.06
129.5,92.3,0.105
124.3,54.6,0.144
119.1,141.7,0.061
116.5,97.5,0.135
103.5,42.9,0.077
171.1,71.5,0.133
82.7,137.8,0.059
142.5,5.2,0.085
137.3,33.8,0.162
86.6,58.5,0.068
136,58.5,0.14
50.2,113.1,0.086
173.7,67.6,0.137
81.4,91,0.067
138.6,57.2,0.14
136,28.6,0.075
110,139.1,0.074
149,126.1,0.11
177.6,39,0.171
113.9,15.6,0.08
94.4,170.3,0.088
110,161.2,0.036
108.7,27.3,0.121
104.8,124.8,0.079
164.6,80.6,0.133
68.4,144.3,0.077
151.6,33.8,0.102
176.3,39,0.168
146.4,23.4,0.173
137.3,24.7,0.124
180.2,178.1,0.079
167.2,42.9,0.106
129.5,36.4,0.142
117.8,92.3,0.135
120.4,128.7,0.133
125.6,91,0.147
124.3,31.2,0.102
119.1,143,0.067
106.1,92.3,0.145
176.3,93.6,0.135
108.7,26,0.116
128.2,57.2,0.146
123,40.3,0.137
175,65,0.139
152.9,119.6,0.108
117.8,167.7,0.064
176.3,92.3,0.13
110,22.1,0.104
126.9,23.4,0.061
104.8,102.7,0.15
129.5,162.5,0.071
76.2,49.4,0.102
167.2,76.7,0.136
113.9,148.2,0.073
124.3,40.3,0.143
106.1,172.9,0.068
111.3,85.8,0.119
81.4,37.7,0.1
162,33.8,0.048
86.6,76.7,0.101
176.3,37.7,0.166
102.2,144.3,0.06
168.5,39,0.116
111.3,123.5,0.118
115.2,126.1,0.123
78.8,163.8,0.063
121.7,19.5,0.038
126.9,140.4,0.057
146.4,128.7,0.112
123,106.6,0.111
58,87.1,0.053
145.1,37.7,0.104
93.1,45.5,0.035
58,111.8,0.103
119.1,72.8,0.078
91.8,81.9,0.071
130.8,145.6,0.09
116.5,58.5,0.147
111.3,35.1,0.105
173.7,113.1,0.116
121.7,5.2,0.072
104.8,140.4,0.094
111.3,36.4,0.105
171.1,113.1,0.13
120.4,102.7,0.128
91.8,70.2,0.087
159.4,123.5,0.092
121.7,153.4,0.061
68.4,110.5,0.056
147.7,81.9,0.077
115.2,22.1,0.06
121.7,104,0.115
173.7,88.4,0.138
98.3,176.8,0.071
175,37.7,0.152
77.5,114.4,0.069
152.9,118.3,0.102
97,41.6,0.076
56.7,104,0.069
143.8,111.8,0.087
110,24.7,0.112
181.5,178.1,0.076
91.8,141.7,0.047
178.9,57.2,0.152
93.1,54.6,0.027
110,85.8,0.127
107.4,88.4,0.136
159.4,111.8,0.086
106.1,62.4,0.087
139.9,1.3,0.068
90.5,70.2,0.091
115.2,40.3,0.1
172.4,88.4,0.145
163.3,83.2,0.112
143.8,16.9,0.117
152.9,33.8,0.095
104.8,101.4,0.15
110,87.1,0.129
172.4,101.4,0.06
146.4,100.1,0.095
136,5.2,0.034
69.7,105.3,0.047
108.7,170.3,0.069
172.4,19.5,0.091
84,36.4,0.099
149,113.1,0.087
80.1,44.2,0.092
130.8,144.3,0.099
128.2,132.6,0.132
167.2,78,0.138
129.5,165.1,0.078
126.9,27.3,0.087
77.5,131.3,0.057
139.9,104,0.102
95.7,139.1,0.065
151.6,35.1,0.119
163.3,46.8,0.12
117.8,100.1,0.143
102.2,61.1,0.058
147.7,48.1,0.092
54.1,117,0.096
143.8,18.2,0.122
181.5,179.4,0.08
121.7,54.6,0.142
147.7,24.7,0.171
94.4,40.3,0.085
152.9,101.4,0.09
146.4,92.3,0.06
116.5,20.8,0.056
133.4,84.5,0.066
113.9,70.2,0.124
138.6,24.7,0.117
139.9,53.3,0.131
130.8,141.7,0.085
128.2,26,0.075
171.1,107.9,0.075
68.4,130,0.084
145.1,93.6,0.06
173.7,68.9,0.137
108.7,88.4,0.138
168.5,106.6,0.097
113.9,75.4,0.059
165.9,79.3,0.138
129.5,139.1,0.041
164.6,113.1,0.121
129.5,158.6,0.051
63.2,107.9,0.066
103.5,141.7,0.084
180.2,50.7,0.178
97,74.1,0.036
146.4,22.1,0.167
172.4,71.5,0.134
108.7,87.1,0.135
110,33.8,0.119
63.2,143,0.052
90.5,153.4,0.042
165.9,44.2,0.101
112.6,84.5,0.115
151.6,27.3,0.152
133.4,132.6,0.137
115.2,71.5,0.117
164.6,85.8,0.126
76.2,158.6,0.033
151.6,107.9,0.056
106.1,152.1,0.08
126.9,28.6,0.096
137.3,78,0.06
115.2,148.2,0.071
159.4,119.6,0.096
117.8,10.4,0.09
74.9,130,0.071
111.3,158.6,0.049
124.3,2.6,0.069
112.6,18.2,0.085
94.4,139.1,0.068
133.4,33.8,0.107
99.6,72.8,0.036
106.1,157.3,0.045
86.6,48.1,0.047
128.2,92.3,0.124
152.9,84.5,0.086
100.9,175.5,0.065
133.4,156,0.059
60.6,84.5,0.058
81.4,55.9,0.087
156.8,31.2,0.074
149,53.3,0.065
160.7,50.7,0.12
104.8,96.2,0.148
125.6,131.3,0.137
110,75.4,0.071
129.5,37.7,0.141
137.3,132.6,0.133
126.9,13,0.047
107.4,118.3,0.114
65.8,113.1,0.067
120.4,75.4,0.059
100.9,169,0.027
146.4,98.8,0.089
95.7,149.5,0.059
94.4,84.5,0.059
106.1,65,0.109
90.5,144.3,0.056
103.5,148.2,0.046
261,371,0.159
178,144,0.106
330,321,0.058
176,137,0.108
297,337,0.145
576,381,0.14
341,324,0.123
326,308,0.128
412,418,0.112
270,253,0.106
155,193,0.14
263,278,0.16
362,326,0.161
345,329,0.153
580,384,0.15
339,416,0.164
164,238,0.117
259,350,0.098
265,310,0.14
548,480,0.152
187,133,0.129
242,252,0.141
269,280,0.169
595,448,0.133
187,139,0.106
366,384,0.091
509,396,0.115
339,394,0.052
423,386,0.085
243,284,0.13
227,200,0.097
391,441,0.07
212,155,0.131
306,279,0.139
169,238,0.135
223,176,0.117
366,436,0.159
426,444,0.104
554,382,0.092
530,474,0.1
389,418,0.051
184,195,0.145
318,401,0.087
251,205,0.162
266,327,0.123
227,265,0.138
252,234,0.074
262,222,0.145
173,197,0.107
186,154,0.101
306,335,0.133
352,395,0.073
309,404,0.174
227,252,0.089
357,370,0.112
251,204,0.162
336,319,0.125
367,329,0.158
179,200,0.113
282,271,0.102
337,320,0.122
482,471,0.11
295,413,0.168
165,225,0.119
270,232,0.138
278,245,0.156
365,436,0.166
217,158,0.143
308,397,0.163
282,377,0.091
239,248,0.162
502,453,0.089
219,170,0.129
367,354,0.152
557,426,0.063
328,309,0.13
333,316,0.134
338,415,0.167
377,430,0.093
598,392,0.101
407,460,0.162
180,149,0.112
279,386,0.106
164,138,0.141
561,372,0.156
410,461,0.155
522,392,0.144
388,451,0.141
260,275,0.148
582,384,0.15
283,250,0.14
192,128,0.134
166,173,0.132
452,458,0.107
470,395,0.142
212,135,0.117
224,178,0.115
567,433,0.063
368,355,0.157
219,161,0.15
334,411,0.162
253,265,0.143
162,170,0.118
592,444,0.042
445,457,0.099
156,151,0.142
190,235,0.118
408,450,0.109
413,394,0.12
488,438,0.103
373,367,0.074
412,420,0.106
271,281,0.166
251,207,0.151
253,365,0.118
207,137,0.113
385,364,0.134
493,408,0.151
551,394,0.062
593,449,0.122
566,402,0.087
407,387,0.074
251,304,0.097
307,325,0.147
402,383,0.116
466,395,0.132
148,177,0.127
136,207,0.114
575,476,0.157
290,267,0.072
597,391,0.092
463,440,0.082
554,480,0.168
468,421,0.111
417,397,0.12
148,178,0.126
401,390,0.099
297,268,0.156
139,193,0.13
585,473,0.146
144,197,0.122
144,181,0.126
588,424,0.057
405,428,0.097
288,384,0.083
284,380,0.095
247,350,0.154
378,399,0.096
185,151,0.107
231,214,0.14
334,369,0.115
248,355,0.118
168,202,0.1
433,432,0.099
396,449,0.07
466,430,0.1
376,375,0.095
331,363,0.166
217,221,0.12
281,248,0.143
599,444,0.159
274,324,0.107
392,452,0.147
427,468,0.16
138,194,0.134
296,309,0.123
261,362,0.066
267,359,0.105
149,175,0.136
294,362,0.145
344,421,0.145
149,231,0.103
489,480,0.116
226,264,0.136
277,270,0.05
231,269,0.154
362,309,0.137
462,477,0.154
301,414,0.177
213,246,0.158
344,321,0.114
310,320,0.09
370,371,0.104
295,267,0.158
242,267,0.098
275,275,0.152
260,370,0.144
519,393,0.141
532,387,0.134
269,293,0.17
593,436,0.097
447,396,0.102
192,210,0.115
463,421,0.11
228,251,0.097
265,278,0.168
192,152,0.102
383,393,0.093
198,216,0.095
364,435,0.167
276,384,0.108
283,280,0.072
220,248,0.069
565,391,0.063
422,399,0.159
289,333,0.13
579,419,0.058
167,175,0.135
426,467,0.153
368,320,0.152
521,461,0.091
276,376,0.088
589,472,0.141
550,376,0.157
405,377,0.125
281,255,0.065
263,247,0.09
486,470,0.108
346,344,0.098
221,174,0.119
226,207,0.123
257,331,0.104
217,201,0.164
170,177,0.117
207,241,0.113
372,426,0.098
160,236,0.097
293,263,0.144
186,203,0.138
523,478,0.092
303,331,0.137
382,374,0.113
167,202,0.098
343,420,0.147
534,427,0.069
574,394,0.103
566,452,0.047
326,405,0.145
366,360,0.074
325,405,0.14
457,441,0.08
250,299,0.149
273,382,0.103
236,276,0.146
218,161,0.149
344,320,0.125
587,473,0.137
267,244,0.105
263,258,0.137
337,381,0.048
185,152,0.109
422,385,0.089
435,415,0.078
164,171,0.132
363,428,0.095
327,356,0.15
420,384,0.092
380,381,0.079
304,378,0.148
238,190,0.137
235,274,0.159
305,330,0.121
153,237,0.101
462,473,0.085
293,273,0.091
329,361,0.163
598,386,0.158
269,354,0.09
567,385,0.075
459,438,0.082
247,236,0.149
411,393,0.135
304,293,0.102
361,336,0.144
459,398,0.101
228,235,0.151
408,425,0.098
284,336,0.107
304,284,0.058
198,194,0.155
491,444,0.101
310,297,0.101
195,145,0.101
492,443,0.099
498,415,0.113
214,238,0.171
196,205,0.139
327,406,0.141
325,382,0.053
216,205,0.151
166,243,0.133
251,318,0.151
286,404,0.167
251,233,0.084
286,278,0.103
411,398,0.056
325,387,0.084
312,287,0.159
156,239,0.104
391,452,0.15
531,441,0.082
150,186,0.113
264,296,0.168
599,429,0.094
395,385,0.114
189,194,0.153
548,458,0.093
368,438,0.156
371,406,0.102
416,453,0.101
409,392,0.139
478,407,0.118
468,424,0.108
342,419,0.15
492,397,0.104
154,192,0.135
267,389,0.17
282,395,0.147
321,385,0.107
245,235,0.157
272,332,0.152
214,247,0.151
271,291,0.164
251,358,0.093
361,433,0.162
536,385,0.153
160,175,0.143
265,378,0.163
235,275,0.154
424,399,0.157
216,146,0.14
569,410,0.09
259,218,0.151
373,432,0.087
555,480,0.168
184,159,0.099
359,337,0.136
387,379,0.102
191,194,0.16
187,141,0.095
293,264,0.146
231,238,0.135
559,430,0.066
167,243,0.135
539,382,0.145
163,147,0.148
562,383,0.088
539,480,0.05
252,337,0.081
238,223,0.142
251,262,0.142
229,237,0.138
168,243,0.138
304,292,0.099
257,270,0.126
270,392,0.164
309,283,0.139
350,426,0.145
273,381,0.1
350,335,0.131
264,225,0.139
448,474,0.15
221,234,0.119
219,195,0.129
568,414,0.087
350,307,0.08
266,359,0.107
244,197,0.144
597,445,0.155
457,451,0.1
190,156,0.097
154,237,0.098
209,141,0.12
381,446,0.142
312,386,0.106
390,442,0.064
308,398,0.169
306,315,0.043
427,399,0.15
197,202,0.154
354,309,0.12
204,219,0.097
299,398,0.128
295,337,0.137
596,471,0.162
286,352,0.143
220,211,0.146
245,256,0.133
369,439,0.152
176,142,0.086
525,391,0.133
263,231,0.065
228,189,0.099
355,334,0.128
361,308,0.136
154,215,0.121
359,306,0.131
358,306,0.136
311,286,0.153
359,432,0.157
152,190,0.122
545,389,0.083
292,393,0.138
250,356,0.094
387,450,0.146
389,451,0.148
314,291,0.161
299,385,0.083
310,384,0.131
491,408,0.148
183,143,0.112
576,475,0.161
314,337,0.128
171,166,0.087
531,440,0.081
434,430,0.095
584,473,0.15
146,171,0.147
368,321,0.153
286,339,0.12
339,349,0.106
182,141,0.106
292,300,0.118
427,462,0.087
246,293,0.156
386,362,0.136
553,460,0.085
246,235,0.157
289,365,0.057
344,337,0.073
166,226,0.118
333,393,0.047
238,246,0.155
596,446,0.149
495,480,0.075
579,461,0.059
265,225,0.14
247,294,0.156
216,207,0.149
171,171,0.081
188,161,0.115
175,219,0.088
352,308,0.102
174,242,0.137
283,271,0.102
264,333,0.099
193,133,0.121
269,241,0.098
383,358,0.143
474,411,0.048
594,423,0.066
136,205,0.124
407,426,0.096
358,393,0.085
270,267,0.125
361,368,0.105
469,411,0.095
581,384,0.149
289,408,0.167
594,385,0.157
398,435,0.102
574,476,0.16
212,244,0.155
278,252,0.066
213,163,0.147
203,234,0.098
447,469,0.087
284,359,0.045
465,395,0.128
518,465,0.086
460,446,0.086
152,167,0.145
560,443,0.082
570,463,0.066
266,337,0.097
311,296,0.092
249,260,0.135
333,368,0.13
171,243,0.14
210,242,0.142
196,203,0.145
257,326,0.084
521,392,0.141
355,429,0.143
362,350,0.142
208,237,0.104
177,242,0.135
286,382,0.093
332,382,0.05
263,256,0.145
546,480,0.133
162,149,0.15
255,309,0.1
426,399,0.154
336,414,0.162
521,408,0.055
292,370,0.071
521,393,0.14
492,480,0.109
404,437,0.104
360,427,0.072
212,148,0.131
469,415,0.115
210,143,0.124
369,326,0.163
533,432,0.072
347,423,0.145
561,478,0.169
532,398,0.08
295,366,0.147
476,479,0.164
436,413,0.072
252,359,0.102
423,411,0.116
300,414,0.177
361,375,0.11
264,376,0.166
198,132,0.121
235,243,0.139
168,212,0.115
267,310,0.131
189,202,0.09
251,203,0.157
316,341,0.138
160,196,0.14
501,466,0.081
237,277,0.136
561,442,0.08
246,335,0.123
368,408,0.105
424,467,0.156
296,332,0.15
566,399,0.091
192,194,0.159
338,362,0.093
504,460,0.086
333,317,0.13
413,454,0.081
410,393,0.142
334,235,0.001
227,173,0.117
511,440,0.051
193,211,0.112
253,312,0.106
234,274,0.157
358,431,0.149
181,201,0.128
283,399,0.165
192,140,0.094
244,288,0.152
163,146,0.144
162,165,0.06
265,322,0.131
257,355,0.079
525,403,0.025
266,245,0.106
237,188,0.137
345,422,0.145
175,141,0.095
266,226,0.134
289,409,0.167
229,268,0.139
273,290,0.155
372,387,0.093
289,276,0.103
480,480,0.171
429,469,0.159
265,382,0.173
233,216,0.157
280,247,0.147
285,404,0.166
284,280,0.081
282,248,0.137
255,212,0.14
586,384,0.153
220,187,0.16
363,321,0.152
370,370,0.101
212,238,0.162
346,331,0.155
162,150,0.143
397,437,0.09
185,240,0.118
346,330,0.151
183,157,0.102
461,472,0.088
477,480,0.165
249,324,0.138
411,456,0.051
381,423,0.082
444,403,0.108
551,375,0.158
354,305,0.11
217,238,0.161
420,399,0.153
271,292,0.166
324,386,0.088
578,383,0.151
243,261,0.058
329,312,0.139
289,329,0.093
283,350,0.096
308,395,0.151
225,182,0.145
269,231,0.138
159,143,0.149
262,372,0.163
315,291,0.158
462,412,0.11
182,156,0.106
283,400,0.166
263,296,0.169
433,420,0.088
182,236,0.12
448,462,0.101
264,375,0.164
574,419,0.061
353,394,0.075
328,385,0.05
592,450,0.117
463,438,0.083
157,147,0.156
265,336,0.097
509,450,0.067
409,393,0.136
283,251,0.136
406,459,0.167
155,194,0.139
155,172,0.133
599,386,0.158
223,260,0.145
197,194,0.157
385,365,0.13
295,332,0.149
349,406,0.097
195,194,0.154
205,240,0.096
376,366,0.076
292,301,0.131
287,308,0.079
275,267,0.044
183,145,0.115
220,213,0.134
542,472,0.081
226,181,0.126
562,440,0.077
489,435,0.105
298,336,0.148
299,414,0.177
214,164,0.152
223,226,0.149
173,141,0.109
263,365,0.095
562,372,0.154
503,400,0.097
470,407,0.131
335,318,0.127
341,347,0.106
209,139,0.116
283,368,0.049
303,319,0.132
465,406,0.156
418,452,0.106
258,356,0.08
529,458,0.094
380,424,0.08
537,438,0.08
577,462,0.072
153,191,0.129
235,219,0.16
517,404,0.106
217,251,0.14
549,381,0.066
496,397,0.103
294,343,0.086
244,285,0.14
239,199,0.075
225,230,0.148
403,431,0.099
248,260,0.128
356,424,0.07
400,450,0.099
318,295,0.139
295,266,0.161
564,410,0.086
249,277,0.068
325,353,0.125
157,156,0.129
412,448,0.104
325,404,0.139
220,164,0.151
584,384,0.152
306,324,0.15
570,375,0.13
296,368,0.142
582,474,0.159
502,477,0.083
461,477,0.156
596,433,0.096
233,182,0.154
226,231,0.145
493,438,0.104
161,214,0.136
361,434,0.16
518,475,0.066
370,440,0.145
269,266,0.127
272,282,0.16
596,406,0.087
332,323,0.064
230,238,0.136
449,461,0.105
193,143,0.102
488,480,0.112
157,213,0.143
573,477,0.158
467,478,0.154
277,269,0.047
544,480,0.107
271,233,0.134
212,152,0.13
153,216,0.123
322,309,0.056
507,442,0.065
165,143,0.132
219,189,0.162
495,397,0.103
145,197,0.12
518,404,0.11
363,320,0.15
233,271,0.161
350,391,0.055
567,414,0.087
155,167,0.144
253,363,0.118
222,222,0.143
520,393,0.142
326,388,0.078
268,280,0.165
155,208,0.123
302,317,0.126
296,308,0.129
179,241,0.133
137,195,0.131
225,170,0.124
281,347,0.056
154,209,0.131
308,406,0.172
218,252,0.138
239,191,0.132
300,280,0.059
205,235,0.095
386,367,0.123
496,431,0.118
297,378,0.07
566,392,0.075
146,170,0.146
335,405,0.077
326,356,0.151
242,220,0.069
369,327,0.161
184,236,0.116
489,432,0.111
193,194,0.156
222,167,0.139
324,304,0.133
432,389,0.091
438,471,0.157
463,406,0.145
427,431,0.092
296,337,0.143
220,188,0.16
200,200,0.151
246,340,0.138
348,334,0.144
223,167,0.132
341,326,0.133
154,214,0.121
566,393,0.081
327,407,0.144
365,391,0.092
560,380,0.094
198,211,0.095
272,377,0.07
351,371,0.113
148,213,0.118
421,414,0.112
552,375,0.165
583,473,0.153
271,393,0.167
219,254,0.147
276,277,0.156
233,191,0.067
553,440,0.046
413,416,0.113
357,332,0.141
265,383,0.171
332,364,0.159
547,467,0.091
226,200,0.101
438,394,0.104
243,233,0.16
291,410,0.169
356,339,0.108
187,132,0.132
598,396,0.102
491,417,0.115
410,423,0.103
431,400,0.14
423,410,0.119
577,475,0.161
569,477,0.158
367,438,0.153
500,411,0.069
269,329,0.087
449,453,0.097
427,405,0.088
217,154,0.131
218,224,0.147
580,447,0.06
410,432,0.097
273,337,0.119
504,477,0.082
344,314,0.118
566,442,0.074
149,168,0.148
563,391,0.07
241,251,0.143
345,320,0.123
241,227,0.147
232,182,0.156
211,238,0.152
359,347,0.141
583,384,0.151
187,140,0.102
198,217,0.097
274,377,0.089
174,136,0.114
293,412,0.171
309,284,0.135
165,224,0.115
253,314,0.116
362,336,0.144
396,437,0.091
248,200,0.156
234,255,0.102
273,327,0.114
476,396,0.122
274,322,0.101
169,212,0.114
220,256,0.15
418,397,0.126
147,197,0.127
279,272,0.088
556,457,0.083
533,471,0.096
599,458,0.139
382,386,0.068
258,343,0.109
259,254,0.128
303,376,0.149
160,142,0.146
348,414,0.083
479,480,0.171
180,223,0.1
434,429,0.093
146,197,0.122
136,203,0.127
265,309,0.142
330,388,0.045
552,433,0.055
179,201,0.117
174,238,0.131
155,203,0.133
445,392,0.114
277,385,0.11
593,471,0.154
438,389,0.115
284,259,0.064
164,222,0.112
